Government_Schemes_HowToApply_FY2024-26_with_Explained_Steps
Government_Schemes_HowToApply_FY2024-26_with_Explained_Steps,,,,,,,,,,,,,,
ID,Level,State_UT,Scheme_Name,Category,Year_Period,Key_Benefit,Nodal_Body,Source,How_to_Apply,Steps_Verified,No_of_Steps,Steps_Summary,How_to_Apply_Explained,Remarks_Caution
STA035,State/UT,Madhya Pradesh,MP Industrial Promotion Policy 2025,Scheme,2025 onward,15-40% capital subsidy + interest subsidy + electricity duty exemption (backward areas),"Dept of MSME, Govt of MP",startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Dept of MSME, Govt of MP) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'MP Industrial Promotion Policy 2025' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Dept of MSME, Govt of MP). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'MP Industrial Promotion Policy 2025' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA036,State/UT,Chhattisgarh,Chhattisgarh Industrial Development Policy 2024-30,Scheme,2024-30,40-70% interest subsidy + 100% stamp duty exemption,Govt of Chhattisgarh,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Chhattisgarh) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Chhattisgarh Industrial Development Policy 2024-30' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Chhattisgarh). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Chhattisgarh Industrial Development Policy 2024-30' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA037,State/UT,Rajasthan,Rajasthan Investment Promotion Scheme (RIPS) 2022,Scheme,2022 onward,Investment subsidy = 75% of SGST for 7 years + land rebate up to 25%,Govt of Rajasthan,bimakavach.com,"1) Visit the official source portal (bimakavach.com) or contact the nodal body (Govt of Rajasthan) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Rajasthan Investment Promotion Scheme (RIPS) 2022' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (bimakavach.com) or contact the nodal body (Govt of Rajasthan). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Rajasthan Investment Promotion Scheme (RIPS) 2022' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA038,State/UT,Rajasthan,Start-up Rajasthan Policy,Scheme,Ongoing,Idea-stage support up to Rs5 lakh + performance grants up to Rs10 lakh,Govt of Rajasthan,bimakavach.com,"1) Visit the official source portal (bimakavach.com) or contact the nodal body (Govt of Rajasthan) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Start-up Rajasthan Policy' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (bimakavach.com) or contact the nodal body (Govt of Rajasthan). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Start-up Rajasthan Policy' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA039,State/UT,Haryana,Startup Haryana,Scheme,Ongoing,"Seed grants, tax benefits, incubation support","Dept of Industries, Haryana",startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Dept of Industries, Haryana) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Startup Haryana' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Dept of Industries, Haryana). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Startup Haryana' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA040,State/UT,Punjab,Startup Punjab (Invest Punjab Portal),Scheme,Ongoing,"Nodal support, single-window facilitation for Punjab startups",Govt of Punjab,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Punjab) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Startup Punjab (Invest Punjab Portal)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Punjab). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Startup Punjab (Invest Punjab Portal)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA041,State/UT,Bihar,Bihar Startup Policy 2022,Scheme,2022 onward,"Grants, co-working space access, matching funds",Govt of Bihar,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Bihar) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Bihar Startup Policy 2022' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Bihar). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Bihar Startup Policy 2022' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA042,State/UT,Assam,Assam Startup & Innovation Policy (MASI Recognition),Scheme,Ongoing,State recognition + support for Assam-based startups,Govt of Assam,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Assam) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Assam Startup & Innovation Policy (MASI Recognition)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Assam). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Assam Startup & Innovation Policy (MASI Recognition)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA043,State/UT,Assam,Small-Business/Farmer/Artisan Market-Access Schemes,Scheme,Ongoing,"Market access support for small businesses, farmers, artisans",Govt of Assam,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Assam) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Small-Business/Farmer/Artisan Market-Access Schemes' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Assam). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Small-Business/Farmer/Artisan Market-Access Schemes' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal.
STA044,State/UT,Jharkhand,Startup Jharkhand,Scheme,Ongoing,Digital innovation agenda support for Jharkhand startups,"IT Dept, Govt of Jharkhand",startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (IT Dept, Govt of Jharkhand) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Startup Jharkhand' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (IT Dept, Govt of Jharkhand). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Startup Jharkhand' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
